Annotation	Gene	Input
GO:0005634_nucleus	Siah1b	1	
GO:0005737_cytoplasm	Siah1b	1	
GO:0005634_nucleus	Siah2	1	
GO:0005654_nucleoplasm	Siah2	1	
GO:0005737_cytoplasm	Siah2	1	
GO:0005769_early endosome	Siah2	1	
GO:0005829_cytosol	Siah2	1	
GO:0043005_neuron projection	Siah2	1	
GO:0043025_neuronal cell body	Siah2	1	
GO:0043231_intracellular membrane-bounded organelle	Siah2	1	
GO:0000138_Golgi trans cisterna	St6gal1	1	
GO:0005576_extracellular region	St6gal1	1	
GO:0005783_endoplasmic reticulum	St6gal1	1	
GO:0005794_Golgi apparatus	St6gal1	1	
GO:0005797_Golgi medial cisterna	St6gal1	1	
GO:0016020_membrane	St6gal1	1	
GO:0016021_integral component of membrane	St6gal1	1	
GO:0030173_integral component of Golgi membrane	St6gal1	1	
GO:0070062_extracellular exosome	St6gal1	1	
GO:0005794_Golgi apparatus	St3gal3	1	
GO:0016020_membrane	St3gal3	1	
GO:0016021_integral component of membrane	St3gal3	1	
GO:0030173_integral component of Golgi membrane	St3gal3	1	
GO:0005576_extracellular region	St3gal1	1	
GO:0005794_Golgi apparatus	St3gal1	1	
GO:0016020_membrane	St3gal1	1	
GO:0016021_integral component of membrane	St3gal1	1	
GO:0030173_integral component of Golgi membrane	St3gal1	1	
GO:0070062_extracellular exosome	St3gal1	1	
GO:0005794_Golgi apparatus	St3gal4	1	
GO:0016020_membrane	St3gal4	1	
GO:0016021_integral component of membrane	St3gal4	1	
GO:0030173_integral component of Golgi membrane	St3gal4	1	
GO:0070062_extracellular exosome	St3gal4	1	
GO:0005576_extracellular region	St3gal2	1	
GO:0005794_Golgi apparatus	St3gal2	1	
GO:0016020_membrane	St3gal2	1	
GO:0016021_integral component of membrane	St3gal2	1	
GO:0030173_integral component of Golgi membrane	St3gal2	1	
GO:0005794_Golgi apparatus	St6galnac1	1	
GO:0016020_membrane	St6galnac1	1	
GO:0016021_integral component of membrane	St6galnac1	1	
GO:0005794_Golgi apparatus	St6galnac2	1	
GO:0016020_membrane	St6galnac2	1	
GO:0016021_integral component of membrane	St6galnac2	1	
GO:0030173_integral component of Golgi membrane	St6galnac2	1	
GO:0005654_nucleoplasm	St6galnac3	1	
GO:0005794_Golgi apparatus	St6galnac3	1	
GO:0016020_membrane	St6galnac3	1	
GO:0016021_integral component of membrane	St6galnac3	1	
GO:0005794_Golgi apparatus	St6galnac4	1	
GO:0016020_membrane	St6galnac4	1	
GO:0016021_integral component of membrane	St6galnac4	1	
GO:0005794_Golgi apparatus	St8sia1	1	
GO:0016020_membrane	St8sia1	1	
GO:0016021_integral component of membrane	St8sia1	1	
GO:0030173_integral component of Golgi membrane	St8sia1	1	
GO:0005769_early endosome	St8sia2	1	
GO:0005794_Golgi apparatus	St8sia2	1	
GO:0016020_membrane	St8sia2	1	
GO:0016021_integral component of membrane	St8sia2	1	
GO:0030173_integral component of Golgi membrane	St8sia2	1	
GO:0055037_recycling endosome	St8sia2	1	
GO:0005794_Golgi apparatus	St8sia3	1	
GO:0016020_membrane	St8sia3	1	
GO:0016021_integral component of membrane	St8sia3	1	
GO:0030173_integral component of Golgi membrane	St8sia3	1	
GO:0005794_Golgi apparatus	St8sia4	1	
GO:0016020_membrane	St8sia4	1	
GO:0016021_integral component of membrane	St8sia4	1	
GO:0030173_integral component of Golgi membrane	St8sia4	1	
GO:0005794_Golgi apparatus	St3gal5	1	
GO:0016020_membrane	St3gal5	1	
GO:0016021_integral component of membrane	St3gal5	1	
GO:0001726_ruffle	Ptk6	1	
GO:0005634_nucleus	Ptk6	1	
GO:0005634_nucleus	Ptk6	1	
GO:0005654_nucleoplasm	Ptk6	1	
GO:0005737_cytoplasm	Ptk6	1	
GO:0005829_cytosol	Ptk6	1	
GO:0005886_plasma membrane	Ptk6	1	
GO:0016020_membrane	Ptk6	1	
GO:0016604_nuclear body	Ptk6	1	
GO:0031234_extrinsic component of cytoplasmic side of plasma membrane	Ptk6	1	
GO:0042995_cell projection	Ptk6	1	
GO:0005737_cytoplasm	Stil	1	
GO:0005813_centrosome	Stil	1	
GO:0005814_centriole	Stil	1	
GO:0005856_cytoskeleton	Stil	1	
GO:0005634_nucleus	Tra2b	1	
GO:0005634_nucleus	Tra2b	1	
GO:0005637_nuclear inner membrane	Tra2b	1	
GO:0005654_nucleoplasm	Tra2b	1	
GO:0005681_spliceosomal complex	Tra2b	1	
GO:0048471_perinuclear region of cytoplasm	Tra2b	1	
GO:0005730_nucleolus	Cox7a2l	1	
GO:0005739_mitochondrion	Cox7a2l	1	
GO:0005739_mitochondrion	Cox7a2l	1	
GO:0005743_mitochondrial inner membrane	Cox7a2l	1	
GO:0005746_mitochondrial respiratory chain	Cox7a2l	1	
GO:0016020_membrane	Cox7a2l	1	
GO:0097249_mitochondrial respiratory chain supercomplex	Cox7a2l	1	
GO:0005634_nucleus	Sim1	1	
GO:0005634_nucleus	Sim2	1	
GO:0005654_nucleoplasm	Sim2	1	
GO:0016604_nuclear body	Sim2	1	
GO:0000776_kinetochore	Sin3a	1	
GO:0000785_chromatin	Sin3a	1	
GO:0005634_nucleus	Sin3a	1	
GO:0005634_nucleus	Sin3a	1	
GO:0005654_nucleoplasm	Sin3a	1	
GO:0005667_transcription factor complex	Sin3a	1	
GO:0016580_Sin3 complex	Sin3a	1	
GO:0016580_Sin3 complex	Sin3a	1	
GO:0017053_transcriptional repressor complex	Sin3a	1	
GO:0017053_transcriptional repressor complex	Sin3a	1	
GO:0043234_protein complex	Sin3a	1	
GO:0000805_X chromosome	Sin3b	1	
GO:0000806_Y chromosome	Sin3b	1	
GO:0001741_XY body	Sin3b	1	
GO:0005634_nucleus	Sin3b	1	
GO:0005737_cytoplasm	Sin3b	1	
GO:0016580_Sin3 complex	Sin3b	1	
GO:0030849_autosome	Sin3b	1	
GO:0005634_nucleus	Sipa1	1	
GO:0030133_transport vesicle	Sipa1	1	
GO:0043234_protein complex	Sipa1	1	
GO:0005634_nucleus	Six1	1	
GO:0005634_nucleus	Six1	1	
GO:0005667_transcription factor complex	Six1	1	
GO:0005667_transcription factor complex	Six1	1	
GO:0005730_nucleolus	Six1	1	
GO:0005737_cytoplasm	Six1	1	
GO:0005634_nucleus	Six2	1	
GO:0005634_nucleus	Six3	1	
GO:0005634_nucleus	Six4	1	
GO:0005634_nucleus	Six4	1	
GO:0005737_cytoplasm	Six4	1	
GO:0005634_nucleus	Six5	1	
GO:0005634_nucleus	Six6	1	
GO:0000922_spindle pole	Vps4b	1	
GO:0005634_nucleus	Vps4b	1	
GO:0005634_nucleus	Vps4b	1	
GO:0005737_cytoplasm	Vps4b	1	
GO:0005768_endosome	Vps4b	1	
GO:0005813_centrosome	Vps4b	1	
GO:0005829_cytosol	Vps4b	1	
GO:0010008_endosome membrane	Vps4b	1	
GO:0016020_membrane	Vps4b	1	
GO:0070062_extracellular exosome	Vps4b	1	
GO:0090543_Flemming body	Vps4b	1	
GO:0005739_mitochondrion	Clpb	1	
GO:0005634_nucleus	Ski	1	
GO:0005634_nucleus	Ski	1	
GO:0005654_nucleoplasm	Ski	1	
GO:0005667_transcription factor complex	Ski	1	
GO:0005737_cytoplasm	Ski	1	
GO:0005813_centrosome	Ski	1	
GO:0016604_nuclear body	Ski	1	
GO:0016605_PML body	Ski	1	
GO:0017053_transcriptional repressor complex	Ski	1	
GO:0043234_protein complex	Ski	1	
GO:0001669_acrosomal vesicle	Skil	1	
GO:0005634_nucleus	Skil	1	
GO:0005634_nucleus	Skil	1	
GO:0005737_cytoplasm	Skil	1	
GO:0016605_PML body	Skil	1	
GO:0043234_protein complex	Skil	1	
GO:0005737_cytoplasm	Sla	1	
GO:0005768_endosome	Sla	1	
GO:0031234_extrinsic component of cytoplasmic side of plasma membrane	Sla	1	
GO:0005634_nucleus	Slbp	1	
GO:0005634_nucleus	Slbp	1	
GO:0005730_nucleolus	Slbp	1	
GO:0005737_cytoplasm	Slbp	1	
GO:0005737_cytoplasm	Slbp	1	
GO:0005829_cytosol	Slbp	1	
GO:0030529_intracellular ribonucleoprotein complex	Slbp	1	
GO:0071204_histone pre-mRNA 3'end processing complex	Slbp	1	
GO:0016020_membrane	Slc10a1	1	
GO:0016021_integral component of membrane	Slc10a1	1	
GO:0016323_basolateral plasma membrane	Slc10a1	1	
GO:0000502_proteasome complex	Slc10a2	1	
GO:0005634_nucleus	Slc10a2	1	
GO:0005902_microvillus	Slc10a2	1	
GO:0016020_membrane	Slc10a2	1	
GO:0016021_integral component of membrane	Slc10a2	1	
GO:0016324_apical plasma membrane	Slc10a2	1	
GO:0016324_apical plasma membrane	Slc10a2	1	
GO:0005886_plasma membrane	Slc12a1	1	
GO:0009986_cell surface	Slc12a1	1	
GO:0016020_membrane	Slc12a1	1	
GO:0016021_integral component of membrane	Slc12a1	1	
GO:0016324_apical plasma membrane	Slc12a1	1	
GO:0016324_apical plasma membrane	Slc12a1	1	
GO:0070062_extracellular exosome	Slc12a1	1	
GO:0005886_plasma membrane	Slc12a2	1	
GO:0016020_membrane	Slc12a2	1	
GO:0016021_integral component of membrane	Slc12a2	1	
GO:0016323_basolateral plasma membrane	Slc12a2	1	
GO:0016324_apical plasma membrane	Slc12a2	1	
GO:0070062_extracellular exosome	Slc12a2	1	
GO:1903561_extracellular vesicle	Slc12a2	1	
GO:0005829_cytosol	Slc12a3	1	
GO:0005886_plasma membrane	Slc12a3	1	
GO:0005886_plasma membrane	Slc12a3	1	
GO:0016020_membrane	Slc12a3	1	
GO:0016021_integral component of membrane	Slc12a3	1	
GO:0016324_apical plasma membrane	Slc12a3	1	
GO:0016324_apical plasma membrane	Slc12a3	1	
GO:0031982_vesicle	Slc12a3	1	
GO:0070062_extracellular exosome	Slc12a3	1	
GO:0005765_lysosomal membrane	Slc12a4	1	
GO:0016020_membrane	Slc12a4	1	
GO:0016021_integral component of membrane	Slc12a4	1	
GO:0005886_plasma membrane	Slc12a7	1	
GO:0005887_integral component of plasma membrane	Slc12a7	1	
GO:0016020_membrane	Slc12a7	1	
GO:0016021_integral component of membrane	Slc12a7	1	
GO:0005887_integral component of plasma membrane	Slc13a2	1	
GO:0016020_membrane	Slc13a2	1	
GO:0016021_integral component of membrane	Slc13a2	1	
GO:0070062_extracellular exosome	Slc13a2	1	
GO:0005739_mitochondrion	Slc16a1	1	
GO:0005813_centrosome	Slc16a1	1	
GO:0005886_plasma membrane	Slc16a1	1	
GO:0005887_integral component of plasma membrane	Slc16a1	1	
GO:0016020_membrane	Slc16a1	1	
GO:0016021_integral component of membrane	Slc16a1	1	
GO:0030054_cell junction	Slc16a1	1	
GO:0043231_intracellular membrane-bounded organelle	Slc16a1	1	
GO:0070062_extracellular exosome	Slc16a1	1	
GO:0005886_plasma membrane	Slc16a2	1	
GO:0005887_integral component of plasma membrane	Slc16a2	1	
GO:0016020_membrane	Slc16a2	1	
GO:0016021_integral component of membrane	Slc16a2	1	
GO:0005737_cytoplasm	Slc16a7	1	
GO:0005886_plasma membrane	Slc16a7	1	
GO:0005887_integral component of plasma membrane	Slc16a7	1	
GO:0016020_membrane	Slc16a7	1	
GO:0016021_integral component of membrane	Slc16a7	1	
GO:0005887_integral component of plasma membrane	Slc17a1	1	
GO:0016020_membrane	Slc17a1	1	
GO:0016021_integral component of membrane	Slc17a1	1	
GO:0005737_cytoplasm	Slc34a1	1	
GO:0005768_endosome	Slc34a1	1	
GO:0005886_plasma membrane	Slc34a1	1	
GO:0005886_plasma membrane	Slc34a1	1	
GO:0005903_brush border	Slc34a1	1	
GO:0009986_cell surface	Slc34a1	1	
GO:0016020_membrane	Slc34a1	1	
GO:0016021_integral component of membrane	Slc34a1	1	
GO:0016323_basolateral plasma membrane	Slc34a1	1	
GO:0016324_apical plasma membrane	Slc34a1	1	
GO:0016324_apical plasma membrane	Slc34a1	1	
GO:0031226_intrinsic component of plasma membrane	Slc34a1	1	
GO:0031526_brush border membrane	Slc34a1	1	
GO:0031982_vesicle	Slc34a1	1	
GO:0045121_membrane raft	Slc34a1	1	
GO:0048471_perinuclear region of cytoplasm	Slc34a1	1	
GO:0005737_cytoplasm	Slc18a3	1	
GO:0005887_integral component of plasma membrane	Slc18a3	1	
GO:0008021_synaptic vesicle	Slc18a3	1	
GO:0030121_AP-1 adaptor complex	Slc18a3	1	
GO:0030121_AP-1 adaptor complex	Slc18a3	1	
GO:0030122_AP-2 adaptor complex	Slc18a3	1	
GO:0030122_AP-2 adaptor complex	Slc18a3	1	
GO:0030424_axon	Slc18a3	1	
GO:0031410_cytoplasmic vesicle	Slc18a3	1	
GO:0043005_neuron projection	Slc18a3	1	
GO:0043195_terminal bouton	Slc18a3	1	
GO:0043679_axon terminus	Slc18a3	1	
GO:0005886_plasma membrane	Slc19a1	1	
GO:0005887_integral component of plasma membrane	Slc19a1	1	
GO:0016020_membrane	Slc19a1	1	
GO:0016021_integral component of membrane	Slc19a1	1	
GO:0016323_basolateral plasma membrane	Slc19a1	1	
GO:0016324_apical plasma membrane	Slc19a1	1	
GO:0016324_apical plasma membrane	Slc19a1	1	
GO:0031526_brush border membrane	Slc19a1	1	
GO:0005886_plasma membrane	Slc1a1	1	
GO:0005886_plasma membrane	Slc1a1	1	
GO:0016020_membrane	Slc1a1	1	
GO:0016021_integral component of membrane	Slc1a1	1	
GO:0016324_apical plasma membrane	Slc1a1	1	
GO:0070062_extracellular exosome	Slc1a1	1	
GO:0005886_plasma membrane	Slc1a2	1	
GO:0005886_plasma membrane	Slc1a2	1	
GO:0005887_integral component of plasma membrane	Slc1a2	1	
GO:0009986_cell surface	Slc1a2	1	
GO:0016020_membrane	Slc1a2	1	
GO:0016021_integral component of membrane	Slc1a2	1	
GO:0030424_axon	Slc1a2	1	
GO:0030673_axolemma	Slc1a2	1	
GO:0042734_presynaptic membrane	Slc1a2	1	
GO:0043005_neuron projection	Slc1a2	1	
GO:0043197_dendritic spine	Slc1a2	1	
GO:0043198_dendritic shaft	Slc1a2	1	
GO:0045202_synapse	Slc1a2	1	
GO:0005743_mitochondrial inner membrane	Slc1a3	1	
GO:0005886_plasma membrane	Slc1a3	1	
GO:0005886_plasma membrane	Slc1a3	1	
GO:0009986_cell surface	Slc1a3	1	
GO:0016020_membrane	Slc1a3	1	
GO:0016021_integral component of membrane	Slc1a3	1	
GO:0016323_basolateral plasma membrane	Slc1a3	1	
GO:0042995_cell projection	Slc1a3	1	
GO:0043005_neuron projection	Slc1a3	1	
GO:0043005_neuron projection	Slc1a3	1	
GO:0043025_neuronal cell body	Slc1a3	1	
GO:0043197_dendritic spine	Slc1a3	1	
GO:0045202_synapse	Slc1a3	1	
GO:0071944_cell periphery	Slc1a3	1	
GO:0005794_Golgi apparatus	Slc1a6	1	
GO:0016020_membrane	Slc1a6	1	
GO:0016021_integral component of membrane	Slc1a6	1	
GO:0045111_intermediate filament cytoskeleton	Slc1a6	1	
GO:0005886_plasma membrane	Slc1a5	1	
GO:0016020_membrane	Slc1a5	1	
GO:0016021_integral component of membrane	Slc1a5	1	
GO:0070062_extracellular exosome	Slc1a5	1	
GO:0005886_plasma membrane	Slc20a1	1	
GO:0016020_membrane	Slc20a1	1	
GO:0016021_integral component of membrane	Slc20a1	1	
GO:0005886_plasma membrane	Slc20a2	1	
GO:0016020_membrane	Slc20a2	1	
GO:0016021_integral component of membrane	Slc20a2	1	
GO:0070062_extracellular exosome	Slc20a2	1	
GO:0005886_plasma membrane	Slc22a1	1	
GO:0005887_integral component of plasma membrane	Slc22a1	1	
GO:0005887_integral component of plasma membrane	Slc22a1	1	
GO:0016020_membrane	Slc22a1	1	
GO:0016021_integral component of membrane	Slc22a1	1	
GO:0016323_basolateral plasma membrane	Slc22a1	1	
GO:0005887_integral component of plasma membrane	Slc22a2	1	
GO:0005887_integral component of plasma membrane	Slc22a2	1	
GO:0016020_membrane	Slc22a2	1	
GO:0016021_integral component of membrane	Slc22a2	1	
GO:0016323_basolateral plasma membrane	Slc22a2	1	
GO:0070062_extracellular exosome	Slc22a2	1	
GO:0005887_integral component of plasma membrane	Slc22a3	1	
GO:0016020_membrane	Slc22a3	1	
GO:0016021_integral component of membrane	Slc22a3	1	
GO:0005886_plasma membrane	Slc22a5	1	
GO:0005887_integral component of plasma membrane	Slc22a5	1	
GO:0016020_membrane	Slc22a5	1	
GO:0016021_integral component of membrane	Slc22a5	1	
GO:0016323_basolateral plasma membrane	Slc22a5	1	
GO:0016324_apical plasma membrane	Slc22a5	1	
GO:0031526_brush border membrane	Slc22a5	1	
GO:0031526_brush border membrane	Slc22a5	1	
GO:0070062_extracellular exosome	Slc22a5	1	
GO:0005886_plasma membrane	Slc22a12	1	
GO:0005887_integral component of plasma membrane	Slc22a12	1	
GO:0016020_membrane	Slc22a12	1	
GO:0016021_integral component of membrane	Slc22a12	1	
GO:0016021_integral component of membrane	Slc22a12	1	
GO:0016324_apical plasma membrane	Slc22a12	1	
GO:0031526_brush border membrane	Slc22a12	1	
GO:0070062_extracellular exosome	Slc22a12	1	
GO:0005737_cytoplasm	Slc23a1	1	
GO:0005737_cytoplasm	Slc23a1	1	
GO:0005886_plasma membrane	Slc23a1	1	
GO:0005903_brush border	Slc23a1	1	
GO:0009925_basal plasma membrane	Slc23a1	1	
GO:0009925_basal plasma membrane	Slc23a1	1	
GO:0016020_membrane	Slc23a1	1	
GO:0016021_integral component of membrane	Slc23a1	1	
GO:0016324_apical plasma membrane	Slc23a1	1	
GO:0043229_intracellular organelle	Slc23a1	1	
GO:0070062_extracellular exosome	Slc23a1	1	
GO:0005739_mitochondrion	Slc25a14	1	
GO:0005740_mitochondrial envelope	Slc25a14	1	
GO:0005743_mitochondrial inner membrane	Slc25a14	1	
GO:0016020_membrane	Slc25a14	1	
GO:0016021_integral component of membrane	Slc25a14	1	
GO:0031966_mitochondrial membrane	Slc25a14	1	
GO:0005737_cytoplasm	Slc25a17	1	
GO:0005739_mitochondrion	Slc25a17	1	
GO:0005743_mitochondrial inner membrane	Slc25a17	1	
GO:0005777_peroxisome	Slc25a17	1	
GO:0005778_peroxisomal membrane	Slc25a17	1	
GO:0005778_peroxisomal membrane	Slc25a17	1	
GO:0005779_integral component of peroxisomal membrane	Slc25a17	1	
GO:0005779_integral component of peroxisomal membrane	Slc25a17	1	
GO:0016020_membrane	Slc25a17	1	
GO:0016021_integral component of membrane	Slc25a17	1	
GO:0001939_female pronucleus	Slc2a1	1	
GO:0005622_intracellular	Slc2a1	1	
GO:0005737_cytoplasm	Slc2a1	1	
GO:0005737_cytoplasm	Slc2a1	1	
GO:0005829_cytosol	Slc2a1	1	
GO:0005886_plasma membrane	Slc2a1	1	
GO:0005886_plasma membrane	Slc2a1	1	
GO:0005887_integral component of plasma membrane	Slc2a1	1	
GO:0005901_caveola	Slc2a1	1	
GO:0005911_cell-cell junction	Slc2a1	1	
GO:0016020_membrane	Slc2a1	1	
GO:0016021_integral component of membrane	Slc2a1	1	
GO:0016323_basolateral plasma membrane	Slc2a1	1	
GO:0016324_apical plasma membrane	Slc2a1	1	
GO:0030496_midbody	Slc2a1	1	
GO:0030864_cortical actin cytoskeleton	Slc2a1	1	
GO:0031982_vesicle	Slc2a1	1	
GO:0045121_membrane raft	Slc2a1	1	
GO:0070062_extracellular exosome	Slc2a1	1	
GO:0072562_blood microparticle	Slc2a1	1	
GO:0005737_cytoplasm	Slc2a2	1	
GO:0005737_cytoplasm	Slc2a2	1	
GO:0005768_endosome	Slc2a2	1	
GO:0005829_cytosol	Slc2a2	1	
GO:0005886_plasma membrane	Slc2a2	1	
GO:0005886_plasma membrane	Slc2a2	1	
GO:0005903_brush border	Slc2a2	1	
GO:0005903_brush border	Slc2a2	1	
GO:0005911_cell-cell junction	Slc2a2	1	
GO:0016020_membrane	Slc2a2	1	
GO:0016021_integral component of membrane	Slc2a2	1	
GO:0016323_basolateral plasma membrane	Slc2a2	1	
GO:0016324_apical plasma membrane	Slc2a2	1	
GO:0031526_brush border membrane	Slc2a2	1	
GO:0002080_acrosomal membrane	Slc2a3	1	
GO:0005737_cytoplasm	Slc2a3	1	
GO:0005737_cytoplasm	Slc2a3	1	
GO:0005886_plasma membrane	Slc2a3	1	
GO:0005886_plasma membrane	Slc2a3	1	
GO:0005887_integral component of plasma membrane	Slc2a3	1	
GO:0005901_caveola	Slc2a3	1	
GO:0016020_membrane	Slc2a3	1	
GO:0016021_integral component of membrane	Slc2a3	1	
GO:0030672_synaptic vesicle membrane	Slc2a3	1	
GO:0070062_extracellular exosome	Slc2a3	1	
GO:0005737_cytoplasm	Slc2a4	1	
GO:0005768_endosome	Slc2a4	1	
GO:0005768_endosome	Slc2a4	1	
GO:0005771_multivesicular body	Slc2a4	1	
GO:0005829_cytosol	Slc2a4	1	
GO:0005886_plasma membrane	Slc2a4	1	
GO:0005886_plasma membrane	Slc2a4	1	
GO:0005887_integral component of plasma membrane	Slc2a4	1	
GO:0005905_clathrin-coated pit	Slc2a4	1	
GO:0009897_external side of plasma membrane	Slc2a4	1	
GO:0009986_cell surface	Slc2a4	1	
GO:0012505_endomembrane system	Slc2a4	1	
GO:0012506_vesicle membrane	Slc2a4	1	
GO:0016020_membrane	Slc2a4	1	
GO:0016020_membrane	Slc2a4	1	
GO:0016021_integral component of membrane	Slc2a4	1	
GO:0030136_clathrin-coated vesicle	Slc2a4	1	
GO:0030140_trans-Golgi network transport vesicle	Slc2a4	1	
GO:0030315_T-tubule	Slc2a4	1	
GO:0030659_cytoplasmic vesicle membrane	Slc2a4	1	
GO:0030659_cytoplasmic vesicle membrane	Slc2a4	1	
GO:0031982_vesicle	Slc2a4	1	
GO:0032593_insulin-responsive compartment	Slc2a4	1	
GO:0032593_insulin-responsive compartment	Slc2a4	1	
GO:0042383_sarcolemma	Slc2a4	1	
GO:0042383_sarcolemma	Slc2a4	1	
GO:0043231_intracellular membrane-bounded organelle	Slc2a4	1	
GO:0045121_membrane raft	Slc2a4	1	
GO:0048471_perinuclear region of cytoplasm	Slc2a4	1	
GO:0048471_perinuclear region of cytoplasm	Slc2a4	1	
GO:0070062_extracellular exosome	Slc2a4	1	
GO:0005737_cytoplasm	Slc31a1	1	
GO:0005770_late endosome	Slc31a1	1	
GO:0005886_plasma membrane	Slc31a1	1	
GO:0016020_membrane	Slc31a1	1	
GO:0016021_integral component of membrane	Slc31a1	1	
GO:0043025_neuronal cell body	Slc31a1	1	
GO:0055037_recycling endosome	Slc31a1	1	
GO:0005770_late endosome	Slc31a2	1	
GO:0016020_membrane	Slc31a2	1	
GO:0016021_integral component of membrane	Slc31a2	1	
GO:0055037_recycling endosome	Slc31a2	1	
GO:0005737_cytoplasm	Slc34a2	1	
GO:0005886_plasma membrane	Slc34a2	1	
GO:0005903_brush border	Slc34a2	1	
GO:0016020_membrane	Slc34a2	1	
GO:0016021_integral component of membrane	Slc34a2	1	
GO:0016324_apical plasma membrane	Slc34a2	1	
GO:0016324_apical plasma membrane	Slc34a2	1	
GO:0031526_brush border membrane	Slc34a2	1	
GO:0031528_microvillus membrane	Slc34a2	1	
GO:0031982_vesicle	Slc34a2	1	
GO:0031982_vesicle	Slc34a2	1	
GO:0005743_mitochondrial inner membrane	Slc3a1	1	
GO:0005774_vacuolar membrane	Slc3a1	1	
GO:0005886_plasma membrane	Slc3a1	1	
GO:0005887_integral component of plasma membrane	Slc3a1	1	
GO:0016020_membrane	Slc3a1	1	
GO:0016021_integral component of membrane	Slc3a1	1	
GO:0031526_brush border membrane	Slc3a1	1	
GO:0031526_brush border membrane	Slc3a1	1	
GO:0070062_extracellular exosome	Slc3a1	1	
GO:0005886_plasma membrane	Slc4a1	1	
GO:0005887_integral component of plasma membrane	Slc4a1	1	
GO:0005887_integral component of plasma membrane	Slc4a1	1	
GO:0009986_cell surface	Slc4a1	1	
GO:0014704_intercalated disc	Slc4a1	1	
GO:0016020_membrane	Slc4a1	1	
GO:0016021_integral component of membrane	Slc4a1	1	
GO:0016323_basolateral plasma membrane	Slc4a1	1	
GO:0016323_basolateral plasma membrane	Slc4a1	1	
GO:0030018_Z disc	Slc4a1	1	
GO:0030863_cortical cytoskeleton	Slc4a1	1	
GO:0030863_cortical cytoskeleton	Slc4a1	1	
GO:0070062_extracellular exosome	Slc4a1	1	
GO:0072562_blood microparticle	Slc4a1	1	
GO:0005654_nucleoplasm	Slc4a1ap	1	
GO:0005886_plasma membrane	Slc4a1ap	1	
GO:0043231_intracellular membrane-bounded organelle	Slc4a1ap	1	
GO:0005623_cell	Slc4a2	1	
GO:0005887_integral component of plasma membrane	Slc4a2	1	
GO:0005925_focal adhesion	Slc4a2	1	
GO:0016020_membrane	Slc4a2	1	
GO:0016020_membrane	Slc4a2	1	
GO:0016021_integral component of membrane	Slc4a2	1	
GO:0016323_basolateral plasma membrane	Slc4a2	1	
GO:0016323_basolateral plasma membrane	Slc4a2	1	
GO:0016324_apical plasma membrane	Slc4a2	1	
GO:0005623_cell	Slc4a3	1	
GO:0005886_plasma membrane	Slc4a3	1	
GO:0005887_integral component of plasma membrane	Slc4a3	1	
GO:0016020_membrane	Slc4a3	1	
GO:0016021_integral component of membrane	Slc4a3	1	
GO:0005887_integral component of plasma membrane	Slc5a1	1	
GO:0005903_brush border	Slc5a1	1	
GO:0005911_cell-cell junction	Slc5a1	1	
GO:0016020_membrane	Slc5a1	1	
GO:0016021_integral component of membrane	Slc5a1	1	
GO:0016324_apical plasma membrane	Slc5a1	1	
GO:0016324_apical plasma membrane	Slc5a1	1	
GO:0031526_brush border membrane	Slc5a1	1	
GO:0070062_extracellular exosome	Slc5a1	1	
GO:0005886_plasma membrane	Slc6a2	1	
GO:0005887_integral component of plasma membrane	Slc6a2	1	
GO:0009986_cell surface	Slc6a2	1	
GO:0016020_membrane	Slc6a2	1	
GO:0016021_integral component of membrane	Slc6a2	1	
GO:0043005_neuron projection	Slc6a2	1	
GO:0043005_neuron projection	Slc6a2	1	
GO:0045121_membrane raft	Slc6a2	1	
GO:0005737_cytoplasm	Slc7a5	1	
GO:0005829_cytosol	Slc7a5	1	
GO:0005886_plasma membrane	Slc7a5	1	
GO:0005887_integral component of plasma membrane	Slc7a5	1	
GO:0016020_membrane	Slc7a5	1	
GO:0016021_integral component of membrane	Slc7a5	1	
GO:0043231_intracellular membrane-bounded organelle	Slc7a5	1	
GO:0070062_extracellular exosome	Slc7a5	1	
GO:0005886_plasma membrane	Slc7a7	1	
GO:0005887_integral component of plasma membrane	Slc7a7	1	
GO:0016020_membrane	Slc7a7	1	
GO:0016021_integral component of membrane	Slc7a7	1	
GO:0005654_nucleoplasm	Slc8a1	1	
GO:0005739_mitochondrion	Slc8a1	1	
GO:0005874_microtubule	Slc8a1	1	
GO:0005886_plasma membrane	Slc8a1	1	
GO:0005886_plasma membrane	Slc8a1	1	
GO:0005887_integral component of plasma membrane	Slc8a1	1	
GO:0014704_intercalated disc	Slc8a1	1	
GO:0016020_membrane	Slc8a1	1	
GO:0016021_integral component of membrane	Slc8a1	1	
GO:0016323_basolateral plasma membrane	Slc8a1	1	
GO:0030018_Z disc	Slc8a1	1	
GO:0030315_T-tubule	Slc8a1	1	
GO:0030315_T-tubule	Slc8a1	1	
GO:0042383_sarcolemma	Slc8a1	1	
GO:0042383_sarcolemma	Slc8a1	1	
GO:0042995_cell projection	Slc8a1	1	
GO:0043197_dendritic spine	Slc8a1	1	
GO:0043198_dendritic shaft	Slc8a1	1	
GO:0045211_postsynaptic membrane	Slc8a1	1	
GO:0005654_nucleoplasm	Slc9a1	1	
GO:0005737_cytoplasm	Slc9a1	1	
GO:0005739_mitochondrion	Slc9a1	1	
GO:0005783_endoplasmic reticulum	Slc9a1	1	
GO:0005886_plasma membrane	Slc9a1	1	
GO:0005887_integral component of plasma membrane	Slc9a1	1	
GO:0005925_focal adhesion	Slc9a1	1	
